City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Santiago Del Estero,AR,-27.7951,-64.2615,101.12,13,2,9.15,clear sky
346,Diamantino,BR,-14.4086,-56.4461,96.15,31,59,2.62,broken clouds
347,San Rafael,AR,-34.6177,-68.3301,97.47,14,0,7.45,clear sky
348,Alta Floresta,BR,-9.8756,-56.0861,78.78,83,100,4.92,overcast clouds
349,Kendari,ID,-3.945,122.4989,74.59,95,100,3.33,light rain
350,Weatherford,US,32.7593,-97.7972,49.68,91,100,3.0,light rain
351,Andenes,NO,69.3143,16.1194,33.78,75,100,9.22,overcast clouds
352,Buluang,PH,13.3068,123.3425,74.3,92,20,3.51,few clouds
353,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,78,92,8.34,overcast clouds
354,Chapais,CA,49.7834,-74.8492,32.58,95,100,9.19,overcast clouds
355,Pauini,BR,-7.7136,-66.9764,87.57,57,83,3.56,broken clouds
356,Poya,NC,-21.35,165.15,75.11,67,0,3.85,clear sky
357,Mandera,KE,3.9366,41.867,85.14,48,100,9.22,overcast clouds
358,Hirara,JP,24.8,125.2833,76.06,71,100,16.6,overcast clouds
359,San Angelo,US,31.4638,-100.437,49.28,74,100,13.8,overcast clouds
360,Jiayuguan,CN,39.8167,98.3,31.57,37,93,4.0,overcast clouds
361,Yozgat,TR,39.5833,35.3333,38.66,84,90,3.13,overcast clouds
362,Caravelas,BR,-17.7125,-39.2481,77.29,85,100,9.26,moderate rain
363,Revda,RU,56.801,59.9303,6.75,93,100,1.48,overcast clouds
364,Verkhnevilyuysk,RU,63.4453,120.3167,-43.47,100,75,1.01,broken clouds
365,Guerrero Negro,MX,27.9769,-114.0611,71.11,28,25,11.16,scattered clouds
366,Embonas,GR,36.2269,27.8564,53.83,56,100,0.83,overcast clouds
367,Aklavik,CA,68.2191,-135.0107,8.6,85,100,8.05,light snow
368,Kardailovo,RU,51.5386,53.9042,21.38,70,100,14.29,overcast clouds
369,Stornoway,GB,58.2093,-6.3865,53.92,93,75,21.85,light rain
370,Grafton,US,42.207,-71.6856,52.72,44,0,14.97,clear sky
371,Nioro,GM,13.35,-15.75,84.07,17,100,4.68,overcast clouds
372,Ouesso,CG,1.6136,16.0517,70.97,97,100,2.75,overcast clouds
373,Mujiayingzi,CN,42.1167,118.7833,26.06,37,79,11.12,broken clouds
374,Novikovo,RU,51.1537,37.8879,35.74,91,100,10.49,overcast clouds
375,Dongsheng,CN,39.8161,109.9776,29.68,48,97,9.64,overcast clouds
376,Qaqortoq,GL,60.7167,-46.0333,27.91,83,96,8.3,overcast clouds
377,Husavik,IS,66.0449,-17.3389,39.04,98,100,1.97,overcast clouds
378,Kudahuvadhoo,MV,2.6708,72.8944,80.92,76,100,8.72,overcast clouds
379,Kontagora,NG,10.3999,5.4695,78.04,25,98,3.67,overcast clouds
380,Urucui,BR,-7.2294,-44.5561,78.48,83,100,6.17,heavy intensity rain
381,Bellmead,US,31.594,-97.1089,57.11,67,75,16.11,broken clouds
382,Ukiah,US,39.1502,-123.2078,69.44,45,0,0.0,clear sky
383,Rawah,IQ,34.4816,41.9093,60.33,52,29,8.63,scattered clouds
384,Yeppoon,AU,-23.1333,150.7333,69.58,75,96,7.56,overcast clouds
385,Nampula,MZ,-15.1165,39.2666,76.95,69,0,17.27,clear sky
386,Mildura,AU,-34.2,142.15,56.07,87,20,12.68,few clouds
387,Rafai,CF,4.95,23.9167,77.16,58,96,3.58,overcast clouds
388,Nouakchott,MR,18.0858,-15.9785,82.33,25,3,10.45,clear sky
389,Algodones,MX,20.3888,-105.4773,72.14,60,45,7.07,scattered clouds
390,Koslan,RU,63.4564,48.8989,-3.57,98,99,2.35,overcast clouds
391,San Andres,CO,12.5847,-81.7006,80.62,89,75,5.75,broken clouds
392,Dhule,IN,20.9,74.7833,68.79,31,0,5.32,clear sky
393,Qasigiannguit,GL,68.8193,-51.1922,19.65,91,100,6.82,overcast clouds
394,Tupik,RU,54.4253,119.9327,-15.38,100,100,0.6,overcast clouds
395,Uwajima,JP,33.2238,132.56,53.4,81,0,8.43,clear sky
396,Iqaluit,CA,63.7506,-68.5145,5.92,80,100,1.77,overcast clouds
397,Aseri,EE,59.4506,26.8675,26.37,94,100,8.68,light snow
398,Te Anau,NZ,-45.4167,167.7167,45.72,74,65,1.72,broken clouds
399,Nador,MA,35.174,-2.9287,61.05,82,0,2.3,clear sky
400,Tautira,PF,-17.7333,-149.15,76.53,78,51,11.12,broken clouds
401,Laguna,US,38.421,-121.4238,71.01,38,0,5.75,clear sky
402,Akkermanovka,RU,51.2467,58.2391,7.97,86,100,12.8,overcast clouds
403,Porto Novo,BJ,6.4965,2.6036,80.6,78,79,8.46,broken clouds
404,Port Hueneme,US,34.1478,-119.1951,79.05,30,0,9.22,clear sky
405,Baracoa,CU,20.3467,-74.4958,82.47,69,71,8.39,broken clouds
406,Samarai,PG,-10.6167,150.6667,81.99,76,100,2.28,overcast clouds
407,Tommot,RU,58.9564,126.2925,-44.91,100,88,0.6,overcast clouds
408,Wagar,SD,16.1525,36.2032,78.15,63,88,17.38,overcast clouds
409,Oppdal,NO,62.5943,9.6912,27.41,89,32,12.15,scattered clouds
410,Ust-Nera,RU,64.5667,143.2,-35.7,96,86,1.83,overcast clouds
411,Romans-Sur-Isere,FR,45.0464,5.0562,44.4,89,82,3.96,broken clouds
412,Westport,US,41.1415,-73.3579,56.28,41,0,5.99,clear sky
413,Kargil,IN,34.5667,76.1,19.24,47,0,4.32,clear sky
414,Forio,IT,40.7342,13.8646,55.42,77,100,17.0,overcast clouds
415,Hofn,IS,64.2539,-15.2082,43.38,81,100,15.57,overcast clouds
416,Bathsheba,BB,13.2167,-59.5167,84.81,74,20,18.41,few clouds
417,Celestun,MX,20.8667,-90.4,86.32,62,12,6.87,few clouds
418,Oudtshoorn,ZA,-33.5907,22.2014,57.42,77,33,5.57,scattered clouds
419,Tuatapere,NZ,-46.1333,167.6833,47.98,72,76,1.52,broken clouds
420,Dalaba,GN,10.7,-12.25,64.62,37,12,1.39,few clouds
421,Ziro,IN,27.6333,93.8333,40.39,70,2,2.48,clear sky
422,Taunton,GB,51.0211,-3.1047,54.88,94,100,15.01,light rain
423,North Bend,US,43.4065,-124.2243,49.91,66,0,6.91,clear sky
424,Idar,DE,49.7167,7.3,41.94,95,55,3.02,broken clouds
425,Kita,ML,13.0349,-9.4895,78.67,16,97,5.28,overcast clouds
426,Kenai,US,60.5544,-151.2583,3.29,92,0,4.61,clear sky
427,Sisimiut,GL,66.9395,-53.6735,14.9,90,63,9.28,broken clouds
428,Manzhouli,CN,49.6,117.4333,-1.17,84,100,8.77,overcast clouds
429,Ulaanbaatar,MN,47.9077,106.8832,-11.07,77,40,2.24,scattered clouds
430,Tazovskiy,RU,67.4667,78.7,-2.25,97,100,10.25,overcast clouds
431,Siguiri,GN,11.6667,-9.5,78.66,19,7,0.96,clear sky
432,Ampanihy,MG,-24.7,44.75,78.64,62,71,6.8,broken clouds
433,Sechura,PE,-5.5569,-80.8222,76.39,59,39,15.21,scattered clouds
434,Neiafu,TO,-18.65,-173.9833,83.08,83,40,6.91,scattered clouds
435,Ust-Maya,RU,60.4167,134.5333,-49.68,100,67,0.34,broken clouds
436,Bonnyville,CA,54.2668,-110.735,29.46,84,19,7.81,few clouds
437,Komsomolets,KZ,53.7453,62.0708,3.52,84,100,6.53,overcast clouds
438,Wexford,IE,52.3342,-6.4575,55.89,95,100,18.99,overcast clouds
439,Mackay,AU,-21.15,149.2,72.68,75,13,6.51,few clouds
440,Victoria,HK,22.2855,114.1577,74.32,87,93,15.01,overcast clouds
441,Saint-Joseph,RE,-21.3667,55.6167,71.98,73,34,9.46,scattered clouds
442,Saint Anthony,US,45.0205,-93.218,54.03,44,0,14.97,clear sky
443,Ziarat,PK,30.3823,67.7282,43.23,17,99,6.89,overcast clouds
444,Ovsyanka,RU,55.9575,92.5519,-21.78,90,81,5.79,broken clouds
445,Gariaband,IN,20.635,82.0614,54.82,58,0,2.75,clear sky
446,Cap Malheureux,MU,-19.9842,57.6142,75.47,65,9,5.01,clear sky
447,Burnie,AU,-41.0667,145.9167,53.94,73,45,11.01,scattered clouds
448,Noumea,NC,-22.2763,166.4572,75.99,99,1,5.61,clear sky
449,Hasaki,JP,35.7333,140.8333,50.4,68,0,19.22,clear sky
450,Nivala,FI,63.9167,24.9667,20.8,96,89,5.44,overcast clouds
451,Gryazovets,RU,58.88,40.2525,10.09,97,64,4.72,broken clouds
452,Olafsvik,IS,64.8945,-23.7142,39.52,81,6,6.82,clear sky
453,Sancel,RO,46.2,23.95,40.51,82,64,0.78,broken clouds
454,Touba,CI,8.2833,-7.6833,76.3,32,20,1.3,few clouds
455,Clyde River,CA,70.4692,-68.5914,-18.87,97,49,3.09,scattered clouds
456,Aguachica,CO,8.3084,-73.6166,83.55,78,98,2.93,heavy intensity rain
457,Tukrah,LY,32.5341,20.5791,63.01,58,91,19.24,overcast clouds
458,Hainichen,DE,50.9667,13.1167,41.61,91,8,6.13,clear sky
459,Tuy Hoa,VN,13.0833,109.3,74.62,93,99,3.02,overcast clouds
460,Orlik,RU,52.5178,99.825,-10.59,95,100,5.55,overcast clouds
461,Dandong,CN,40.1292,124.3947,28.65,39,34,0.92,scattered clouds
462,Krasnoshchekovo,RU,51.6708,82.7289,-28.61,100,99,2.95,overcast clouds
463,Camalu,MX,30.85,-116.0667,68.05,32,0,8.95,clear sky
464,Iracoubo,GF,5.4802,-53.2011,78.67,89,100,13.65,light rain
465,Lagoa,PT,39.05,-27.9833,60.62,58,28,10.76,scattered clouds
466,Chunskiy,RU,56.0815,99.6342,-15.56,87,100,9.08,overcast clouds
467,Raudeberg,NO,61.9875,5.1352,49.87,68,100,18.3,overcast clouds
468,Guilin,CN,25.2819,110.2864,66.54,93,100,3.85,overcast clouds
469,Mugur-Aksy,RU,50.35,90.5,-22.41,94,58,9.91,broken clouds
470,Utete,TZ,-7.986,38.758,72.54,96,14,3.87,few clouds
471,Epernay,FR,49.05,3.95,43.88,88,100,6.02,overcast clouds
472,Dashitou,CN,43.3067,128.5114,9.57,84,60,3.02,broken clouds
473,Ray,IN,23.6833,85.05,59.77,58,29,2.3,scattered clouds
474,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,91,100,9.55,overcast clouds
475,Maragogi,BR,-9.0122,-35.2225,79.97,76,76,10.56,broken clouds
476,Beihai,CN,21.4833,109.1,74.44,95,51,13.87,broken clouds
477,Sola,VU,-13.8833,167.55,81.52,73,98,8.7,overcast clouds
478,Stonewall,CA,50.1344,-97.3268,38.79,89,98,11.61,overcast clouds
479,Santa Rita,BR,-7.1139,-34.9781,83.07,69,20,10.36,few clouds
480,Vicksburg,US,32.3526,-90.8779,62.28,97,75,8.05,mist
481,Weihe,CN,32.9952,105.3247,45.48,93,84,1.07,broken clouds
482,Prince Rupert,CA,54.3161,-130.3201,39.29,87,100,16.11,light rain
483,De-Kastri,RU,51.4667,140.7833,18.73,84,100,20.27,overcast clouds
484,Hobyo,SO,5.3505,48.5268,79.81,72,35,11.03,scattered clouds
485,Fort Nelson,CA,58.8053,-122.7002,20.89,87,100,8.21,overcast clouds
486,Mundo Nuevo,MX,18.7,-95.5,78.67,85,86,14.74,overcast clouds
487,Kirakira,SB,-10.4544,161.9205,81.05,79,93,6.33,overcast clouds
488,Winneba,GH,5.3511,-0.6231,79.56,82,23,10.27,few clouds
489,San Borja,BO,-14.8167,-66.85,99.46,20,0,3.09,clear sky
490,Macas,EC,-2.3167,-78.1167,76.75,69,75,5.75,broken clouds
491,Payson,US,40.0444,-111.7321,43.39,57,100,4.61,overcast clouds
492,Pedasi,PA,7.5333,-80.0333,79.07,78,100,10.36,light rain
493,Svetlyy,RU,54.675,20.1347,34.97,97,100,6.69,overcast clouds
494,Tooele,US,40.5308,-112.2983,38.68,50,100,6.4,overcast clouds
495,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,78.71,83,94,4.12,overcast clouds
496,Zvishavane,ZW,-20.3267,30.0665,67.64,82,100,1.54,moderate rain
497,Salta,AR,-24.7859,-65.4117,94.57,15,20,8.05,few clouds
498,Racine,US,42.7495,-88.0751,55.6,43,0,17.27,clear sky
499,Sandwick,GB,60.0,-1.25,51.62,87,75,21.85,broken clouds
500,Torrington,US,41.8007,-73.1212,54.14,50,12,3.0,few clouds
501,Lloydminster,CA,53.2835,-110.0016,27.18,85,22,10.04,few clouds
502,Japura,ID,-0.3167,102.35,73.47,98,99,1.99,moderate rain
503,Hovd,MN,48.0056,91.6419,2.35,43,100,10.98,overcast clouds
504,Nakanojo,JP,36.5833,138.85,51.57,55,36,7.09,scattered clouds
505,Aden,YE,12.7794,45.0367,79.18,70,13,10.42,few clouds
506,Stuttgart,DE,48.7823,9.177,39.76,77,34,1.14,scattered clouds
507,Marfino,RU,55.7028,37.3822,23.34,85,100,8.95,overcast clouds
508,Chishtian Mandi,PK,29.8,72.8667,64.83,20,78,0.76,broken clouds
509,Selikhino,RU,50.3672,137.4996,12.45,94,100,7.07,light snow
510,Hambantota,LK,6.1241,81.1185,76.96,84,50,4.56,scattered clouds
511,Maningrida,AU,-12.0667,134.2667,80.53,79,100,3.56,overcast clouds
512,Amapa,BR,1.0,-52.0,91.63,41,82,2.64,broken clouds
513,Shakawe,BW,-18.3667,21.85,73.63,61,68,5.23,broken clouds
514,Biak,ID,-0.9131,122.8766,76.15,81,71,2.35,broken clouds
515,Elizabeth City,US,36.2946,-76.2511,60.82,53,0,10.36,clear sky
516,Yelanskiy,RU,56.8419,62.5014,-4.58,90,5,7.29,clear sky
517,Chapeco,BR,-27.0964,-52.6183,77.29,55,64,7.29,broken clouds
518,Mantua,IT,45.1667,10.7833,43.84,82,0,3.18,clear sky
519,Minas De Barroteran,MX,27.6333,-101.2833,71.53,20,0,18.32,clear sky
520,Buta,CD,2.7858,24.73,69.98,99,100,0.34,overcast clouds
521,Bolshoye Nagatkino,RU,54.5196,47.9679,28.17,97,97,4.59,overcast clouds
522,Angoche,MZ,-16.2325,39.9086,78.6,82,0,13.33,clear sky
523,Bairiki,KI,1.3292,172.9752,82.4,78,20,4.61,few clouds
524,Koutsouras,GR,35.0339,25.9469,59.11,56,100,9.15,overcast clouds
525,Gubin,PL,51.9496,14.7284,43.25,87,98,3.42,overcast clouds
526,Asau,RO,46.4333,26.4,36.52,89,94,3.83,overcast clouds
527,Erenhot,CN,43.6475,111.9767,27.27,59,0,13.89,clear sky
528,Nelson Bay,AU,-32.7167,152.15,64.09,87,100,5.99,overcast clouds
529,Namatanai,PG,-3.6667,152.4333,79.66,79,96,3.38,overcast clouds
530,Tambun,ID,-6.2641,107.0712,80.49,79,100,2.06,overcast clouds
531,Wajir,KE,1.7471,40.0573,83.44,51,100,6.62,overcast clouds
532,Lata,PT,40.1629,-8.3327,50.92,71,100,3.02,overcast clouds
533,Port Moresby,PG,-9.4431,147.1797,75.15,81,100,4.21,overcast clouds
534,Lucapa,AO,-8.4192,20.7447,65.43,98,100,3.36,light rain
535,Marang,MY,5.2056,103.2059,77.88,87,100,1.72,overcast clouds
536,Chihuahua,MX,28.5,-106.0,54.43,18,0,7.45,clear sky
537,Moberly,US,39.4184,-92.4382,57.18,37,0,5.99,clear sky
538,Vila,PT,42.0304,-8.1588,45.48,81,100,5.1,overcast clouds
539,Zhaodong,CN,46.0833,125.9833,13.57,47,100,5.3,overcast clouds
540,Belousovka,KZ,50.1339,82.5239,-34.4,100,97,2.08,overcast clouds
541,Damara,CF,4.9608,18.7035,79.3,63,100,3.27,overcast clouds
542,Onega,RU,63.9061,38.1404,12.72,89,99,5.95,overcast clouds
543,Dunedin,NZ,-45.8742,170.5036,50.81,67,11,4.0,few clouds
544,Deneysville,ZA,-26.8908,28.0971,56.66,88,100,15.19,moderate rain
545,Sarangani,PH,5.4033,125.4636,82.65,74,57,12.88,broken clouds
546,Nisia Floresta,BR,-6.0911,-35.2086,83.21,70,98,9.71,overcast clouds
547,Nova Gradiska,HR,45.255,17.3831,40.89,90,100,1.07,overcast clouds
548,Vila Do Maio,CV,15.1333,-23.2167,77.79,72,0,15.73,clear sky
549,Oksfjord,NO,70.2396,22.3479,35.78,84,100,8.05,overcast clouds
550,Bentiu,SS,9.2333,29.8333,78.53,29,99,4.32,overcast clouds
551,Kalmunai,LK,7.4167,81.8167,76.51,84,16,2.75,few clouds
552,Saint-Augustin,CA,51.226,-58.6502,32.54,90,100,8.52,overcast clouds
553,Abu Zabad,SD,12.35,29.25,71.78,23,0,11.03,clear sky
554,San Cristobal,VE,7.7669,-72.225,78.98,55,98,0.72,overcast clouds
555,Toktogul,KG,41.8708,72.9402,35.17,54,5,5.21,clear sky
556,Kutum,SD,14.2,24.6667,62.38,18,0,8.37,clear sky
557,Sandnessjoen,NO,66.0217,12.6316,40.64,64,100,1.99,overcast clouds
558,Minab,IR,27.1467,57.0801,73.38,51,1,1.23,clear sky
559,Buncrana,IE,55.1333,-7.45,54.7,87,100,18.54,moderate rain
560,Montoro,ES,38.0241,-4.3834,57.97,32,10,3.91,clear sky
561,Xining,CN,36.6167,101.7667,34.2,36,4,2.24,clear sky
562,Markapur,IN,15.7333,79.2833,72.48,91,12,1.45,few clouds
563,Mendeleyevsk,RU,55.9082,52.2905,20.44,95,100,7.63,light snow
564,Jaen,ES,38.0,-3.5,54.91,24,27,3.89,scattered clouds
565,Itum-Kale,RU,42.7356,45.5758,48.4,94,100,1.63,light rain
566,Shawnee,US,39.05,-95.7669,52.25,69,0,1.01,clear sky
567,Katobu,ID,-4.9408,122.5276,75.07,91,100,1.14,moderate rain
568,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,76.01,74,45,14.58,scattered clouds
569,Mozhaysk,RU,55.5019,36.0272,22.23,95,100,7.38,light snow
570,Taikang,CN,46.8333,124.4167,11.35,56,100,4.76,overcast clouds
571,Derzhavinsk,KZ,51.1,66.3167,-4.29,80,85,12.66,overcast clouds
572,Grindavik,IS,63.8424,-22.4338,37.87,93,0,17.27,clear sky
573,Copala,MX,16.65,-98.9833,85.05,64,82,7.0,broken clouds
574,Vao,NC,-22.6667,167.4833,73.45,64,3,8.77,clear sky
575,Leopold,AU,-38.1833,144.4667,56.86,88,100,6.91,overcast clouds
576,Anadyr,RU,64.75,177.4833,-12.68,100,81,5.17,broken clouds
577,Jutai,BR,-5.1833,-68.9,79.88,90,99,2.35,moderate rain
578,Xingyi,CN,24.1877,102.817,51.26,96,0,3.85,clear sky
579,Oranjemund,NA,-28.55,16.4333,60.12,88,0,19.08,clear sky
580,Katherine,AU,-14.4667,132.2667,79.12,83,100,5.75,overcast clouds
581,Byron Bay,AU,-28.65,153.6167,67.95,78,63,6.4,broken clouds
582,Umm Lajj,SA,25.0213,37.2685,74.26,57,0,12.1,clear sky
583,Darhan,MN,49.4867,105.9228,7.56,76,100,8.32,overcast clouds
584,Palmares Do Sul,BR,-30.2578,-50.5097,75.63,71,2,16.11,clear sky
585,Dawlatabad,AF,36.4141,64.9053,57.42,35,0,1.19,clear sky
586,Moron,AR,-34.6534,-58.6198,95.05,49,7,10.76,clear sky
587,Tres Picos,MX,15.8667,-93.5333,85.96,68,51,6.02,light rain
588,Maumere,ID,-8.6199,122.2111,79.63,79,98,5.48,overcast clouds
589,Erzin,TR,36.9559,36.2,53.04,61,0,0.56,clear sky
590,Touros,BR,-5.1989,-35.4608,80.73,74,100,12.15,overcast clouds
591,Pedernales,DO,18.0384,-71.744,84.97,61,3,4.29,clear sky
592,Kabalo,CD,-6.05,26.9167,69.26,98,100,4.07,overcast clouds
593,Vallenar,CL,-28.5708,-70.7581,83.64,31,0,10.63,clear sky
594,Ramhormoz,IR,31.28,49.6035,74.25,42,87,0.94,overcast clouds
595,Woodland,US,38.6785,-121.7733,66.61,44,0,5.01,clear sky
596,Roverud,NO,60.2521,12.055,36.03,99,100,3.24,overcast clouds
597,Ballina,AU,-28.8667,153.5667,68.02,93,43,6.73,scattered clouds
598,Korla,CN,41.7597,86.1469,36.82,31,14,7.05,few clouds
599,Grandola,PT,38.1772,-8.5668,59.36,59,100,2.51,overcast clouds
600,Takoradi,GH,4.8845,-1.7554,79.47,80,20,9.48,few clouds
601,Acari,PE,-15.4311,-74.6158,78.94,58,10,11.34,clear sky
602,Havelock,US,34.8791,-76.9013,62.58,48,0,9.22,clear sky
603,Khandyga,RU,62.6667,135.6,-52.11,100,64,0.72,broken clouds
604,Smidovich,RU,48.6,133.8167,11.77,80,39,5.53,scattered clouds
605,Bontang,ID,0.1333,117.5,76.78,88,98,2.62,overcast clouds
606,Myingyan,MM,21.4667,95.3833,71.82,59,1,3.42,clear sky
607,Mgandu,TZ,-5.95,34.1333,69.22,58,92,9.84,overcast clouds
608,Muros,ES,42.7762,-9.0603,58.84,81,100,16.24,overcast clouds
609,Atherton,GB,53.5237,-2.4935,53.89,87,100,7.0,overcast clouds
610,Birsk,RU,55.4211,55.5428,18.73,95,100,8.23,light snow
611,Barranca,PE,-10.75,-77.7667,70.09,75,61,9.82,broken clouds
612,Buala,SB,-8.145,159.5921,80.69,79,100,5.17,overcast clouds
613,Honiara,SB,-9.4333,159.95,79.23,85,74,2.68,broken clouds
614,Svobodnyy,RU,51.4,128.1333,-7.06,93,80,6.26,broken clouds
615,Coahuayana,MX,18.7333,-103.6833,87.6,53,44,6.44,scattered clouds
616,Santa Rosalia,MX,27.3167,-112.2833,68.92,39,16,7.56,few clouds
617,Mayumba,GA,-3.432,10.6554,75.94,89,100,1.03,overcast clouds
618,Matale,LK,7.4721,80.6234,70.99,96,80,1.83,broken clouds
619,Caluquembe,AO,-13.7833,14.6833,61.36,93,100,1.63,moderate rain
620,Tual,ID,-5.6667,132.75,83.19,74,84,5.86,broken clouds
621,Holme,DK,56.1138,10.1725,46.18,96,63,6.58,broken clouds
622,Bambari,CF,5.768,20.6757,76.73,70,46,4.03,scattered clouds
623,Fenton,US,42.7978,-83.7049,56.41,38,0,13.8,clear sky
624,Vulcan,RO,45.3833,23.2667,29.46,85,100,2.62,overcast clouds
625,Santa Rosa,PH,14.3122,121.1114,79.09,83,50,6.6,scattered clouds
626,Kallithea,GR,37.95,23.7,57.69,68,100,8.01,overcast clouds
627,Beringovskiy,RU,63.05,179.3167,9.91,97,99,6.4,overcast clouds
628,Oktyabrskoye,RU,43.0645,44.7417,42.94,93,100,4.47,fog
629,Koudougou,BF,12.25,-2.3667,80.64,16,4,8.72,clear sky
630,Caohai,CN,26.8661,104.2841,44.17,61,0,5.86,clear sky
631,Havre,FR,49.5833,0.3333,49.77,87,100,12.66,light rain
632,Seara,PT,41.1818,-7.8003,53.96,59,100,2.15,overcast clouds
633,Capreol,CA,46.706,-80.9225,49.55,70,25,12.71,scattered clouds
634,Issoudun,FR,47.0,1.8333,43.45,100,0,6.91,clear sky
635,Preobrazheniye,RU,42.9019,133.9064,24.21,58,1,7.54,clear sky
636,Northam,GB,51.0333,-4.2167,55.26,94,100,22.55,overcast clouds
637,Suihua,CN,46.6406,126.9969,3.36,87,100,4.38,overcast clouds
638,Bowen,AU,-20.0167,148.2333,78.4,81,65,8.68,broken clouds
639,Nizhnyaya Tavda,RU,57.6731,66.1725,-8.9,96,5,4.43,clear sky
640,Evensk,RU,61.95,159.2333,-1.41,84,100,11.61,overcast clouds
641,Iskateley,RU,67.6803,53.1512,10.53,93,97,13.51,overcast clouds
642,Lossiemouth,GB,57.7214,-3.2834,55.78,72,40,19.57,scattered clouds
643,Beloha,MG,-25.1667,45.05,76.64,68,30,4.0,scattered clouds
644,Chara,RU,56.9064,118.2631,-17.93,85,100,0.34,overcast clouds
645,Ozark,US,37.0209,-93.206,50.85,89,100,4.0,overcast clouds
646,Egvekinot,RU,66.3167,-179.1667,-4.22,98,98,2.04,overcast clouds
647,Buraydah,SA,26.326,43.975,68.38,47,38,12.88,scattered clouds
648,Rostovka,RU,55.3842,71.8891,-13.04,93,52,2.8,broken clouds
649,Ginda,IN,30.6945,78.4932,50.56,28,99,6.46,overcast clouds
650,Zuwarah,LY,32.9312,12.082,64.89,54,49,23.69,light rain
651,Werda,BW,-25.2667,23.2833,69.24,70,100,10.56,light rain
652,Weligama,LK,5.9667,80.4167,75.6,87,49,3.67,scattered clouds
653,Poum,NC,-20.2333,164.0167,77.23,68,24,10.0,few clouds
654,Paka,MY,4.6374,103.4368,74.37,87,97,3.0,overcast clouds
655,Severodvinsk,RU,64.5635,39.8302,5.11,86,87,8.03,overcast clouds
656,Do Gonbadan,IR,30.3586,50.7981,59.09,63,0,0.0,clear sky
657,Vila Velha,BR,-20.3297,-40.2925,78.75,84,20,8.05,few clouds
658,Longyan,CN,25.1072,117.0225,63.97,96,83,2.98,broken clouds
659,Shelburne,CA,44.0787,-80.2041,50.31,48,3,19.77,clear sky
660,Yangjiang,CN,21.85,111.9667,71.91,92,100,5.03,overcast clouds
661,Bani,DO,18.2833,-70.3333,85.86,67,11,12.77,few clouds
662,Jadu,LY,31.953,12.0261,50.81,65,5,10.87,clear sky
663,Sistranda,NO,63.7256,8.834,40.96,68,100,15.48,overcast clouds
664,Hauterive,FR,46.0901,3.4459,39.96,88,55,3.18,broken clouds
665,Napier,NZ,-39.4833,176.9167,62.06,57,16,6.62,few clouds
666,Mackenzie,CA,55.2999,-123.1698,34.02,80,100,12.66,light rain
667,Manosque,FR,43.8288,5.7869,43.27,66,72,4.94,broken clouds
668,Novyy Urengoy,RU,66.0833,76.6333,-4.63,98,97,7.7,overcast clouds
669,Makakilo City,US,21.3469,-158.0858,77.32,60,0,10.36,clear sky
670,Ulaangom,MN,49.9811,92.0667,-3.12,58,100,17.0,overcast clouds
671,Gamba,GA,-2.65,10.0,75.36,91,100,1.21,overcast clouds
672,Mombetsu,JP,44.3525,143.3525,34.81,81,60,15.68,broken clouds
673,Doka,SD,13.5167,35.7667,80.19,28,0,9.91,clear sky
674,Jian,CN,27.1172,114.9793,64.71,86,94,2.15,light rain
675,Padang,ID,-0.9492,100.3543,76.01,84,96,3.33,moderate rain
676,Strai,NO,58.2,7.9,43.63,98,100,6.91,overcast clouds
677,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,20,6.91,few clouds
678,Kulu,TR,39.0951,33.0799,39.81,63,7,6.17,clear sky
679,Dzilam Gonzalez,MX,21.2833,-88.9333,92.43,39,96,2.46,overcast clouds
680,Yumen,CN,40.2833,97.2,32.81,38,100,11.88,overcast clouds
681,Kapchorwa,UG,1.3965,34.4509,61.12,60,100,5.41,overcast clouds
682,Corpus Christi,US,27.8006,-97.3964,68.05,52,20,21.85,few clouds
683,Murray Bridge,AU,-35.1167,139.2667,58.12,75,98,11.5,overcast clouds
684,Newport,GB,51.5877,-2.9984,54.68,86,100,28.86,light rain
685,Kangaba,ML,11.9333,-8.4167,78.53,18,32,5.01,scattered clouds
686,Lima,PE,-12.0432,-77.0282,70.05,68,75,12.66,broken clouds
687,Nouadhibou,MR,20.931,-17.0347,71.71,62,0,16.62,clear sky
